,Year_Factor,floor_area,year_built,energy_star_rating,ELEVATION,january_min_temp,january_avg_temp,january_max_temp,february_min_temp,february_avg_temp,february_max_temp,march_min_temp,march_avg_temp,march_max_temp,april_min_temp,april_avg_temp,april_max_temp,may_min_temp,may_avg_temp,may_max_temp,june_min_temp,june_avg_temp,june_max_temp,july_min_temp,july_avg_temp,july_max_temp,august_min_temp,august_avg_temp,august_max_temp,september_min_temp,september_avg_temp,september_max_temp,october_min_temp,october_avg_temp,october_max_temp,november_min_temp,november_avg_temp,november_max_temp,december_min_temp,december_avg_temp,december_max_temp,cooling_degree_days,heating_degree_days,precipitation_inches,snowfall_inches,snowdepth_inches,avg_temp,days_below_30F,days_below_20F,days_below_10F,days_below_0F,days_above_80F,days_above_90F,days_above_100F,days_above_110F,direction_max_wind_speed,direction_peak_wind_speed,max_wind_speed,days_with_fog,ohe_State_Factor_State_1,ohe_State_Factor_State_10,ohe_State_Factor_State_11,ohe_State_Factor_State_2,ohe_State_Factor_State_4,ohe_State_Factor_State_6,ohe_State_Factor_State_8,ohe_facility_type_2to4_Unit_Building,ohe_facility_type_5plus_Unit_Building,ohe_facility_type_Commercial_Other,ohe_facility_type_Commercial_Unknown,ohe_facility_type_Data_Center,ohe_facility_type_Education_College_or_university,ohe_facility_type_Education_Other_classroom,ohe_facility_type_Education_Preschool_or_daycare,ohe_facility_type_Education_Uncategorized,ohe_facility_type_Food_Sales,ohe_facility_type_Food_Service_Other,ohe_facility_type_Food_Service_Restaurant_or_cafeteria,ohe_facility_type_Food_Service_Uncategorized,ohe_facility_type_Grocery_store_or_food_market,ohe_facility_type_Health_Care_Inpatient,ohe_facility_type_Health_Care_Outpatient_Clinic,ohe_facility_type_Health_Care_Outpatient_Uncategorized,ohe_facility_type_Health_Care_Uncategorized,ohe_facility_type_Industrial,ohe_facility_type_Laboratory,ohe_facility_type_Lodging_Dormitory_or_fraternity_sorority,ohe_facility_type_Lodging_Hotel,ohe_facility_type_Lodging_Other,ohe_facility_type_Lodging_Uncategorized,ohe_facility_type_Mixed_Use_Commercial_and_Residential,ohe_facility_type_Mixed_Use_Predominantly_Commercial,ohe_facility_type_Mixed_Use_Predominantly_Residential,ohe_facility_type_Multifamily_Uncategorized,ohe_facility_type_Nursing_Home,ohe_facility_type_Office_Bank_or_other_financial,ohe_facility_type_Office_Medical_non_diagnostic,ohe_facility_type_Office_Mixed_use,ohe_facility_type_Office_Uncategorized,ohe_facility_type_Parking_Garage,ohe_facility_type_Public_Assembly_Drama_theater,ohe_facility_type_Public_Assembly_Entertainment_culture,ohe_facility_type_Public_Assembly_Library,ohe_facility_type_Public_Assembly_Movie_Theater,ohe_facility_type_Public_Assembly_Other,ohe_facility_type_Public_Assembly_Recreation,ohe_facility_type_Public_Assembly_Social_meeting,ohe_facility_type_Public_Assembly_Stadium,ohe_facility_type_Public_Assembly_Uncategorized,ohe_facility_type_Public_Safety_Courthouse,ohe_facility_type_Public_Safety_Fire_or_police_station,ohe_facility_type_Public_Safety_Penitentiary,ohe_facility_type_Public_Safety_Uncategorized,ohe_facility_type_Religious_worship,ohe_facility_type_Retail_Enclosed_mall,ohe_facility_type_Retail_Strip_shopping_mall,ohe_facility_type_Retail_Uncategorized,ohe_facility_type_Retail_Vehicle_dealership_showroom,ohe_facility_type_Service_Drycleaning_or_Laundry,ohe_facility_type_Service_Uncategorized,ohe_facility_type_Service_Vehicle_service_repair_shop,ohe_facility_type_Warehouse_Distribution_or_Shipping_center,ohe_facility_type_Warehouse_Nonrefrigerated,ohe_facility_type_Warehouse_Refrigerated,ohe_facility_type_Warehouse_Selfstorage,ohe_facility_type_Warehouse_Uncategorized,ohe_building_class_Commercial,ohe_building_class_Residential,State_Factor,building_class,facility_type,te_State_Factor,te_building_class,te_facility_type,min_temp,max_temp,std_temp,skew_temp,min_winter_temp,max_winter_temp,avg_winter_temp,std_winter_temp,skew_winter_temp,min_spring_temp,max_spring_temp,avg_spring_temp,std_spring_temp,skew_spring_temp,min_summer_temp,max_summer_temp,avg_summer_temp,std_summer_temp,skew_summer_temp,min_autumn_temp,max_autumn_temp,avg_autumn_temp,std_autumn_temp,skew_autumn_temp,month_cooling_degree_days,month_heating_degree_days,building_area,floor_energy_star_rating
47481,3.0,70127.0,1941.0,52.285714285714285,25.6,11.0,35.08064516,61.0,17.0,33.91071429,55.0,27.0,40.14516129,59.0,33.0,52.98333333,82.0,42.0,62.79032258,90.0,53.0,72.65,92.0,64.0,79.83870968,98.0,59.0,74.59677419,90.0,47.0,67.86666667,96.0,40.0,60.19354839,86.0,23.0,45.25,70.0,19.0,38.54838710000001,71.0,1272.0,4670.0,46.32,29.6,64.0,56.873069668918916,50.0,11.0,0.0,0.0,75.0,11.0,0,0,1.0,1.0,1.0,93.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,1,27,87.48101164509963,80.24095741149327,83.8785215244993,11.0,98.0,23.549610898142628,-0.056041303768470385,11.0,71.0,37.94886072777778,20.807216541637715,0.31492930111155165,27.0,90.0,54.32431302222222,21.471822603795815,0.5274832243900417,53.0,98.0,75.89838709666667,98.0,98.0,23.0,96.0,59.47891278444445,23.1490837251181,0.10834429217108878,106.0,389.1666666666667,1795251.2000000002,2.042410714285714
14458,4.0,343755.0,1929.0,76.0,100.6,3.0,28.29032258,59.0,13.0,34.10714286,68.0,7.0,37.95161289999999,70.0,31.0,54.45,84.0,44.0,65.03448276,90.0,54.0,74.48333333,95.0,55.0,76.03333333,97.0,55.0,73.55,89.0,46.0,69.17241379,93.0,38.0,59.18333333,81.0,19.0,43.35714286,72.0,23.0,40.35,72.0,1170.0,4760.0,53.09,31.6,39.0,55.9085081927027,88.0,26.0,12.0,0.0,93.0,17.0,0,0,48.0,49.42857142857143,3.3428571428571425,175.71428571428572,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,0,32,77.8739782223338,85.75523889289686,77.07438919707529,3.0,97.0,25.330130827837785,-0.3055736822159781,3.0,72.0,37.86082949333334,24.204287730801887,0.16644199945896307,7.0,90.0,53.71512174,26.61950092902992,-0.31680748665564523,54.0,97.0,74.34074074,97.0,97.0,19.0,93.0,57.85698777555555,23.33305675543888,-0.14088274692593314,97.5,396.6666666666667,34581753.0,0.7554671968190856
8840,6.0,21640.0,1962.0,89.0,57.3,28.0,43.45161289999999,56.0,34.0,47.67241379,64.0,35.0,49.35483871,71.0,40.0,56.26666667,89.0,45.0,59.19354839,88.0,47.0,63.56666667,91.0,54.0,66.9516129,87.0,52.0,68.61290323,91.0,44.0,61.38333333,79.0,39.0,55.40322581,68.0,40.0,51.28333333,71.0,24.0,38.53225806,51.0,260.0,3772.0,45.03,1.4,1.0,56.8870258045946,6.0,0.0,0.0,0.0,25.0,3.0,0,0,1.0,1.0,1.0,261.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1,0,53.98923430455958,80.24095741149327,31.876915144788168,24.0,91.0,17.934083521396833,0.39133503382187435,24.0,64.0,42.96180941666667,13.148112964380886,0.08331932473204591,35.0,89.0,59.20167264111112,19.742630465868523,0.5615138644049372,47.0,91.0,69.01457586666668,91.0,91.0,39.0,79.0,56.563321385555554,14.29915811682986,0.2098707145909476,21.666666666666668,314.3333333333333,1239972.0,1.5532286212914486
10810,6.0,39226.0,1965.0,77.0,26.5,28.0,43.45161289999999,56.0,34.0,47.67241379,64.0,35.0,49.35483871,71.0,40.0,56.26666667,89.0,45.0,59.19354839,88.0,47.0,63.56666667,91.0,54.0,66.9516129,87.0,52.0,68.61290323,91.0,44.0,61.38333333,79.0,39.0,55.40322581,68.0,40.0,51.28333333,71.0,24.0,38.53225806,51.0,260.0,3772.0,45.03,1.4,1.0,56.8870258045946,6.0,0.0,0.0,0.0,25.0,3.0,0,0,1.0,1.0,1.0,261.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1,1,53.98923430455958,80.24095741149327,36.73778472285939,24.0,91.0,17.934083521396833,0.39133503382187435,24.0,64.0,42.96180941666667,13.148112964380886,0.08331932473204591,35.0,89.0,59.20167264111112,19.742630465868523,0.5615138644049372,47.0,91.0,69.01457586666668,91.0,91.0,39.0,79.0,56.563321385555554,14.29915811682986,0.2098707145909476,21.666666666666668,314.3333333333333,1039489.0,2.9056603773584904
70980,5.0,490530.0,1950.0,10.0,15.2,8.0,29.85483871,56.0,2.0,23.94642857,43.0,12.0,38.09677419,62.0,32.0,54.25,80.0,48.0,68.51612903,88.0,50.0,71.18333333,90.0,64.0,78.79032258,96.0,63.0,78.96774194,95.0,56.0,74.45,97.0,35.0,58.04838710000001,78.0,32.0,52.78333333,74.0,34.0,50.77419355,72.0,1581.0,4460.0,40.97,49.1,463.0,56.851272939729725,63.0,34.0,9.0,0.0,106.0,12.0,0,0,183.28571428571428,142.0,11.142857142857142,113.57142857142856,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,1,27,87.48101164509963,80.24095741149327,83.8785215244993,2.0,97.0,24.77556576727112,-0.3503520957298711,2.0,72.0,35.50838453666667,22.605732720587138,0.01401002521168115,12.0,88.0,53.651433691111116,24.089934638076095,-0.2720896862236899,50.0,96.0,76.32682198333333,96.0,96.0,32.0,97.0,61.92019115888888,21.05204076793168,0.0643207311362598,131.75,371.6666666666667,7456056.0,0.6578947368421053
54429,6.0,88876.0,1927.0,60.142857142857146,25.0,11.0,34.45161289999999,59.0,-1.0,37.70689655,61.0,26.0,48.87096774,79.0,26.0,53.33333333,82.0,43.0,62.79032258,92.0,52.0,72.25,88.0,63.0,78.67741935,96.0,61.0,79.17741935,96.0,54.0,71.8,91.0,38.0,58.75806452,85.0,34.0,49.76666667,72.0,17.0,38.33870968,60.0,1489.0,4252.0,42.17,36.0,101.0,57.51722323405405,40.0,11.0,2.0,1.0,96.0,17.0,0,0,1.0,1.0,1.0,123.85714285714286,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,1,27,87.48101164509963,80.24095741149327,83.8785215244993,-1.0,96.0,24.441408804330617,-0.3766807334726296,-1.0,61.0,35.27746879222222,22.61382900819557,-0.31457705680250436,26.0,92.0,56.999402627777776,23.887898197418355,0.07590340150518075,52.0,96.0,76.23387096666666,96.0,96.0,34.0,91.0,61.591636798888885,19.839051594907378,0.08649469664631519,124.08333333333333,354.3333333333333,2221900.0,2.4057142857142857
20123,6.0,104142.0,1926.0,52.0,219.8,-2.0,25.16666667,50.0,2.0,29.71153846,65.0,12.0,44.51612903,73.0,23.0,49.01724138,88.0,38.0,61.93333333,94.0,42.0,73.4,97.0,54.0,77.4516129,96.0,54.0,77.88709677,98.0,48.0,70.93103448,96.0,34.0,57.75806452,83.0,20.0,47.11666667,76.0,-9.0,24.62903226,54.0,1390.0,5436.0,42.89,27.3,154.0,53.48867812324325,92.0,42.0,19.0,6.0,113.0,40.0,0,0,1.0,1.0,1.0,73.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,1,27,95.19929092970418,80.24095741149327,83.8785215244993,-9.0,98.0,29.209616217130733,-0.2858057996434053,-9.0,65.0,26.611915265555556,26.170067711254326,0.057673861107719104,12.0,94.0,53.718522637777774,28.006687603625785,0.05128162378427542,42.0,98.0,74.41541218555555,98.0,98.0,20.0,96.0,59.20064063,24.458493638636195,-0.10706600353289304,115.83333333333333,453.0,22890411.6,0.23657870791628752
6148,6.0,23190.0,1986.0,79.0,18.3,28.0,43.45161289999999,56.0,34.0,47.67241379,64.0,35.0,49.35483871,71.0,40.0,56.26666667,89.0,45.0,59.19354839,88.0,47.0,63.56666667,91.0,54.0,66.9516129,87.0,52.0,68.61290323,91.0,44.0,61.38333333,79.0,39.0,55.40322581,68.0,40.0,51.28333333,71.0,24.0,38.53225806,51.0,260.0,3772.0,45.03,1.4,1.0,56.8870258045946,6.0,0.0,0.0,0.0,25.0,3.0,0,0,173.28571428571428,159.0,10.514285714285714,238.57142857142856,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,0,6,53.98923430455958,85.75523889289686,69.44153144517772,24.0,91.0,17.934083521396833,0.39133503382187435,24.0,64.0,42.96180941666667,13.148112964380886,0.08331932473204591,35.0,89.0,59.20167264111112,19.742630465868523,0.5615138644049372,47.0,91.0,69.01457586666668,91.0,91.0,39.0,79.0,56.563321385555554,14.29915811682986,0.2098707145909476,21.666666666666668,314.3333333333333,424377.0,4.316939890710382
4895,4.0,26501.0,1907.0,75.28571428571429,9.1,41.0,55.09677419,73.0,42.0,54.875,71.0,47.0,59.03225806,76.0,47.0,60.1,90.0,51.0,63.48387097,92.0,52.0,64.25,87.0,53.0,66.90322581,90.0,57.0,67.01612903,80.0,56.0,68.38333333,83.0,55.0,68.66129032,95.0,46.0,59.65,76.0,41.0,56.79032258,68.0,497.0,1477.0,20.69,0.0,0.0,64.19754939405406,0.0,0.0,0.0,0.0,27.0,6.0,0,0,120.57142857142856,142.0,7.857142857142857,125.28571428571428,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,50,62.196194242656816,85.75523889289686,80.90285378214513,41.0,95.0,14.98031117205227,0.4287002984435248,41.0,73.0,55.86245519666667,12.77955292883906,0.08158295624149899,47.0,92.0,65.06845878111112,17.251378248040222,0.6701412036679868,52.0,90.0,68.57437276,90.0,90.0,46.0,95.0,67.52162485000001,15.342942857678807,0.49475262825137706,41.416666666666664,123.08333333333333,241159.09999999998,8.27315541601256
56822,2.0,99383.0,1939.0,67.0,42.7,13.0,37.32258065,62.0,20.0,40.87931034,62.0,25.0,50.93548387,78.0,38.0,54.76666667,88.0,49.0,65.09677419,89.0,51.0,70.98333333,94.0,61.0,78.75806452,100.0,61.0,76.69354839,91.0,53.0,68.8,91.0,38.0,58.04838710000001,78.0,31.0,43.86666667,66.0,28.0,41.46774194,62.0,1277.0,3978.0,38.51,9.6,10.0,58.75634264567568,22.0,5.0,0.0,0.0,72.0,17.0,0,0,1.0,1.0,1.0,99.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,1,27,87.48101164509963,80.24095741149327,83.8785215244993,13.0,100.0,22.05943519058774,-0.06481568040189688,13.0,62.0,40.741070325555555,18.473472062681697,-0.0906434880831872,25.0,89.0,59.75543608111111,22.11897385154872,-0.008389770539664219,51.0,100.0,76.04832736,100.0,100.0,31.0,91.0,58.635005974444454,19.428601207498552,0.2042983024162746,106.41666666666667,331.5,4243654.100000001,1.5690866510538641
66240,3.0,187500.0,1925.0,68.14285714285714,42.7,11.0,35.08064516,61.0,17.0,33.91071429,55.0,27.0,40.14516129,59.0,33.0,52.98333333,82.0,42.0,62.79032258,90.0,53.0,72.65,92.0,64.0,79.83870968,98.0,59.0,74.59677419,90.0,47.0,67.86666667,96.0,40.0,60.19354839,86.0,23.0,45.25,70.0,19.0,38.54838710000001,71.0,1272.0,4670.0,46.32,29.6,64.0,56.873069668918916,50.0,11.0,0.0,0.0,75.0,11.0,0,0,310.0,320.0,13.4,63.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,1,27,87.48101164509963,80.24095741149327,83.8785215244993,11.0,98.0,23.549610898142628,-0.056041303768470385,11.0,71.0,37.94886072777778,20.807216541637715,0.31492930111155165,27.0,90.0,54.32431302222222,21.471822603795815,0.5274832243900417,53.0,98.0,75.89838709666667,98.0,98.0,23.0,96.0,59.47891278444445,23.1490837251181,0.10834429217108878,106.0,389.1666666666667,8006250.000000001,1.5958514553362326
8265,5.0,61880.0,1958.0,69.0,18.3,28.0,45.41935484,63.0,32.0,48.32142857,62.0,29.0,50.72580645,71.0,37.0,51.85,78.0,41.0,59.08064516,81.0,48.0,67.08333333,90.0,55.0,70.91935484,96.0,51.0,68.40322581,89.0,44.0,60.43333333,80.0,46.0,57.5,74.0,27.0,44.46666667,59.0,29.0,43.43548387,58.0,430.0,3742.0,39.35,0.0,0.0,56.52248063648649,8.0,0.0,0.0,0.0,40.0,2.0,0,0,1.0,1.0,1.0,219.57142857142856,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,0,58,53.98923430455958,85.75523889289686,21.589283505736567,27.0,96.0,18.0914225571077,0.2880219834122015,28.0,63.0,45.46402969777777,13.728244356547819,-0.020553878661703103,29.0,81.0,55.40627240111111,18.372388862262685,0.11282945264208086,48.0,96.0,70.6006571088889,96.0,96.0,27.0,80.0,54.71111111111111,16.332372420306346,-0.022392251847864256,35.833333333333336,311.8333333333333,1132404.0,3.7704918032786883
21867,6.0,152800.0,1923.0,63.71428571428572,42.7,11.0,34.45161289999999,59.0,-1.0,37.70689655,61.0,26.0,48.87096774,79.0,26.0,53.33333333,82.0,43.0,62.79032258,92.0,52.0,72.25,88.0,63.0,78.67741935,96.0,61.0,79.17741935,96.0,54.0,71.8,91.0,38.0,58.75806452,85.0,34.0,49.76666667,72.0,17.0,38.33870968,60.0,1489.0,4252.0,42.17,36.0,101.0,57.51722323405405,40.0,11.0,2.0,1.0,96.0,17.0,0,0,1.0,1.0,1.0,131.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5,0,2,87.48101164509963,85.75523889289686,92.6420374502305,-1.0,96.0,24.441408804330617,-0.3766807334726296,-1.0,61.0,35.27746879222222,22.61382900819557,-0.31457705680250436,26.0,92.0,56.999402627777776,23.887898197418355,0.07590340150518075,52.0,96.0,76.23387096666666,96.0,96.0,34.0,91.0,61.591636798888885,19.839051594907378,0.08649469664631519,124.08333333333333,354.3333333333333,6524560.0,1.4921378387420543
20193,6.0,116400.0,1993.0,89.0,198.1,-2.0,25.16666667,50.0,2.0,29.71153846,65.0,12.0,44.51612903,73.0,23.0,49.01724138,88.0,38.0,61.93333333,94.0,42.0,73.4,97.0,54.0,77.4516129,96.0,54.0,77.88709677,98.0,48.0,70.93103448,96.0,34.0,57.75806452,83.0,20.0,47.11666667,76.0,-9.0,24.62903226,54.0,1390.0,5436.0,42.89,27.3,154.0,53.48867812324325,92.0,42.0,19.0,6.0,113.0,40.0,0,0,95.0,97.85714285714286,5.685714285714285,183.8571428571429,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,1,27,95.19929092970418,80.24095741149327,83.8785215244993,-9.0,98.0,29.209616217130733,-0.2858057996434053,-9.0,65.0,26.611915265555556,26.170067711254326,0.057673861107719104,12.0,94.0,53.718522637777774,28.006687603625785,0.05128162378427542,42.0,98.0,74.41541218555555,98.0,98.0,20.0,96.0,59.20064063,24.458493638636195,-0.10706600353289304,115.83333333333333,453.0,23058840.0,0.44926804644119134
44229,4.0,64000.0,1931.0,93.0,3.4,4.0,28.59677419,58.0,9.0,31.625,56.0,13.0,37.66129032,66.0,31.0,52.33333333,77.0,49.0,64.0,86.0,55.0,72.45,89.0,63.0,76.14516129,91.0,61.0,74.51612903,90.0,52.0,69.73333333,92.0,42.0,59.62903226,77.0,22.0,45.3,69.0,24.0,40.51612903,65.0,1128.0,4875.0,53.79,50.0,377.0,55.35155547675676,66.0,24.0,7.0,0.0,75.0,4.0,0,0,1.0,1.0,1.0,56.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,1,27,87.48101164509963,80.24095741149327,83.8785215244993,4.0,92.0,23.6438079364144,-0.41413833075127954,4.0,65.0,35.19310035777778,21.53626016604291,-0.04107165682324514,13.0,86.0,52.88829151666667,23.158713667939807,-0.30529300158610234,55.0,91.0,74.67903225777778,91.0,91.0,22.0,92.0,58.74026284333334,20.984169495842664,-0.20401343285659188,94.0,406.25,217600.0,27.35294117647059
